species_name,latitude,longitude,coordinate_uncertainty
Betula pendula,53.379329000000006,-2.937252,357.0
Betula pendula,51.478285,0.003638,10.0
Betula pendula,53.569504,-3.069425,698.0
Betula pendula,51.456567,-2.598008,4.0
Betula pendula,51.516006,-0.095634,21.0
Betula pendula,53.390441,-2.781132,42.0
Betula pendula,51.665439,0.046477,5.0
Betula pendula,53.446324,-2.9827150000000002,66.0
Prunus spinosa,52.951471,-1.111918,10.0
Prunus spinosa,53.399083,-2.9808470000000002,4.0
Prunus spinosa,51.455622,-0.381679,6.0
Prunus spinosa,51.762483,-0.353248,131.0
Prunus spinosa,53.729848,-2.67384,8.0
Prunus spinosa,51.450187,-0.403861,10.0
Prunus spinosa,53.37769,-2.937134,2.0
Prunus spinosa,52.43721,-1.866079,41.0
Prunus spinosa,51.430431,-2.203347,12.0
Prunus spinosa,51.469231,-0.41067299999999995,13.0
Prunus spinosa,50.857124,-0.174731,33.0
Prunus spinosa,53.413844,-2.810753,2.0
Prunus spinosa,52.618995999999996,1.239685,24.0
Prunus spinosa,53.276213,-1.2746790000000001,236.0
Prunus spinosa,51.396297,-2.324912,27.0
Prunus spinosa,53.387416,-2.936352,4.0
Prunus spinosa,50.856783,-0.174996,53.0
Prunus spinosa,53.254204,-3.0290529999999998,176.0
Prunus spinosa,53.44583000000001,-2.894963,5.0
Prunus spinosa,54.376553,-3.056014,32.0
Prunus spinosa,53.505280000000006,-2.5420279999999997,8.0
Prunus spinosa,53.672622,-2.986323,2.0
Prunus spinosa,51.542840999999996,0.5687810000000001,3.0
Prunus spinosa,53.718973999999996,-2.658976,2.0
Prunus spinosa,53.828126,-1.570362,165.0
Prunus spinosa,52.061098,-0.530221,64.0
Prunus spinosa,51.415413,-2.3311330000000003,12.0
Prunus spinosa,53.783516000000006,-0.608744,3.0
Prunus spinosa,50.908358,0.259947,5.0
Prunus spinosa,51.366626000000004,-2.30356,744.0
Prunus spinosa,53.440757,-2.179465,8.0
Prunus spinosa,50.796972,-1.176603,5.0
Prunus spinosa,50.216155,-5.49183,24.0
Prunus spinosa,53.616992,-2.850075,1050.0
Prunus spinosa,53.269723,-4.496767,24.0
Prunus spinosa,51.589594,0.45147,22.0
Prunus spinosa,50.409013,-5.106093,378.0
Prunus spinosa,53.375528,-2.869084,2.0
Prunus spinosa,52.345782,-1.5719999999999998,32.0
Prunus spinosa,53.43682,-2.6878,4.0
Prunus spinosa,51.120335,-1.321213,8.0
Prunus spinosa,53.435832,-2.687784,2.0
Prunus spinosa,53.283338,-3.070727,5.0
Prunus spinosa,51.321397,-2.559375,12.0
Prunus spinosa,52.217711,0.160202,5.0
Prunus spinosa,54.807242,-1.553376,61.0
Prunus spinosa,53.552727000000004,-3.065703,23.0
Prunus spinosa,50.820036,0.144492,12.0
Prunus spinosa,53.435393000000005,-2.6834439999999997,2.0
Prunus spinosa,50.073432000000004,-5.299841000000001,5.0
Prunus spinosa,53.60575,-2.835852,22.0
Prunus spinosa,50.972665,-0.173847,8.0
Prunus spinosa,54.939958,-1.431827,386.0
Prunus spinosa,51.329605,0.8821969999999999,5.0
Prunus spinosa,53.574206000000004,-2.1759310000000003,5.0
Prunus spinosa,53.261375,-4.5397419999999995,19.0
Prunus spinosa,50.745961,-1.756143,8.0
Prunus spinosa,50.754625,-2.865055,1052.0
Prunus spinosa,53.43531899999999,-2.683581,2.0
Prunus spinosa,51.522420000000004,-3.370129,16.0
Prunus spinosa,51.543163,-0.732895,5.0
Prunus spinosa,53.553808999999994,-2.302351,19.0
Prunus spinosa,53.543811,-2.5540830000000003,7.0
Prunus spinosa,51.600903,-1.140283,65.0
Prunus spinosa,51.705478,-0.8479469999999999,5.0
Prunus spinosa,53.74051,-2.406239,128.0
Prunus spinosa,52.892237,-0.540353,1414.0
Prunus spinosa,51.014545,-0.44380699999999995,12.0
Prunus spinosa,51.287171,-2.469751,10.0
Prunus spinosa,51.414588,-0.013219,13.0
Prunus spinosa,51.681574,-1.3871799999999999,12.0
Prunus spinosa,51.444660999999996,-2.752914,16.0
Prunus spinosa,51.707213,-1.948511,5.0
Prunus spinosa,53.391713,-1.509331,9.0
Prunus spinosa,55.879015,-4.2674970000000005,1011.0
Prunus spinosa,55.903229,-3.2753740000000002,40.0
Prunus spinosa,50.786544,0.05149600000000001,59.0
Prunus spinosa,53.380818000000005,-2.739042,4.0
Prunus spinosa,51.059764,-2.427286,5.0
Prunus spinosa,53.26735,-4.51738,20.0
Buxus sempervirens,53.683094999999994,-2.700184,8.0
Buxus sempervirens,51.587051,-2.265932,2000.0
Buxus sempervirens,53.71979,-2.659697,2.0
Buxus sempervirens,53.383168999999995,-2.9395290000000003,15.0
Buxus sempervirens,51.83488,-0.5999329999999999,4.0
Buxus sempervirens,53.572702,-3.062733,8.0
Buxus sempervirens,53.572329,-3.063257,8.0
Buxus sempervirens,53.360257999999995,-2.878724,4.0
Buxus sempervirens,51.599748,0.17041900000000001,9.0
Buxus sempervirens,50.824762,-0.125592,8.0
Buxus sempervirens,52.891892000000006,-1.145059,6.0
Buxus sempervirens,50.868190999999996,-0.774559,25.0
Buxus sempervirens,55.605076000000004,-2.6708060000000002,1299.0
Buxus sempervirens,52.788430000000005,-1.14363,100.0
Buxus sempervirens,53.639242,-2.625714,10.0
Buxus sempervirens,52.418599,0.5177470000000001,395.0
Buxus sempervirens,52.6663,-0.51903,100.0
Buxus sempervirens,52.666990000000006,-1.1327,100.0
Buxus sempervirens,51.266791999999995,-0.31508800000000003,64.0
Buxus sempervirens,51.30617,-1.81425,10.0
Buxus sempervirens,53.38326,-2.938585,2.0
Buxus sempervirens,53.382989,-2.9384740000000003,4.0
Buxus sempervirens,53.877754,-2.167352,11.0
Buxus sempervirens,53.85430699999999,-2.199634,38.0
Buxus sempervirens,53.382575,-2.859522,8.0
Buxus sempervirens,53.404051,-2.87569,1.0
Buxus sempervirens,53.434234,-2.965794,1.0
Buxus sempervirens,53.383027,-2.9382330000000003,1.0
Buxus sempervirens,53.381326,-2.8726380000000002,8.0
Buxus sempervirens,52.75479,-0.7901600000000001,100.0
Buxus sempervirens,52.610890000000005,-2.30418,1000.0
Buxus sempervirens,52.61995,-2.2747,1000.0
Buxus sempervirens,51.9473,-0.47008,100.0
Buxus sempervirens,53.25724,-3.87526,10000.0
Buxus sempervirens,51.254194,-0.315456,55.0
Buxus sempervirens,51.790359,-0.661024,10.0
Buxus sempervirens,55.85875,-3.2077299999999997,1000.0
Buxus sempervirens,54.580576,-3.130275,61.0
Buxus sempervirens,51.2518,-0.312731,31.0
Buxus sempervirens,51.50375,-2.62811,1000.0
Buxus sempervirens,52.780680000000004,-2.47363,100.0
Buxus sempervirens,51.4642,-3.51289,10000.0
Buxus sempervirens,52.8708,-2.52884,1000.0
Buxus sempervirens,51.741890000000005,-2.65314,10000.0
Buxus sempervirens,52.895959999999995,-2.84131,1000.0
Buxus sempervirens,52.939809999999994,-2.65988,100.0
Buxus sempervirens,51.431740000000005,-2.64151,1000.0
Buxus sempervirens,51.65002,-2.94089,10000.0
Buxus sempervirens,51.41427,-2.54061,1000.0
Buxus sempervirens,52.32844,0.5079899999999999,2000.0
Buxus sempervirens,51.82982,-2.94464,10000.0
Buxus sempervirens,52.834680000000006,-2.4578900000000004,100.0
Buxus sempervirens,51.830890000000004,-2.7995400000000004,10000.0
Buxus sempervirens,52.493809999999996,-2.37701,1000.0
Buxus sempervirens,52.84883000000001,-3.1076799999999998,1000.0
Buxus sempervirens,52.5028,-2.37709,1000.0
Buxus sempervirens,52.20909,0.64105,100.0
Buxus sempervirens,52.4287,1.51411,2000.0
Buxus sempervirens,52.14411,1.40392,2000.0
Buxus sempervirens,51.55887,-3.0832599999999997,10000.0
Buxus sempervirens,52.7571,-0.9382799999999999,100.0
Buxus sempervirens,52.14304,-0.02787,100.0
Buxus sempervirens,52.22333,0.64775,100.0
Buxus sempervirens,52.49233,-2.70102,1000.0
Buxus sempervirens,51.512890000000006,-2.5994200000000003,1000.0
Buxus sempervirens,51.73992,-2.94276,10000.0
Buxus sempervirens,52.59196,1.4681,10000.0
Buxus sempervirens,51.73867,-3.08756,10000.0
Buxus sempervirens,51.46597,-3.36899,10000.0
Buxus sempervirens,51.8196,-3.8149599999999997,10000.0
Buxus sempervirens,52.224990000000005,0.65371,100.0
Buxus sempervirens,53.37676,-2.85827,2000.0
Buxus sempervirens,51.91845,-3.0919,10000.0
Buxus sempervirens,51.920790000000004,-2.80114,10000.0
Buxus sempervirens,52.534780000000005,-2.7422400000000002,100.0
Buxus sempervirens,52.40168,-2.81717,1000.0
Buxus sempervirens,51.48592,-2.59907,1000.0
Buxus sempervirens,52.484719999999996,-2.40639,1000.0
Buxus sempervirens,51.379059999999996,-2.3390400000000002,1000.0
Buxus sempervirens,52.13763,-1.37314,2000.0
Rhamnus cathartica,51.233439000000004,-1.130017,16.0
Rhamnus cathartica,52.63921,-1.14507,100.0
Rhamnus cathartica,51.14006,-1.4199700000000002,10.0
Rhamnus cathartica,50.861103,-0.104492,10.0
Rhamnus cathartica,51.76726,-1.4761,100.0
Rhamnus cathartica,51.55901,-0.7015600000000001,5.0
Rhamnus cathartica,52.59223000000001,-1.5286899999999999,10.0
Rhamnus cathartica,50.987325,-2.102278,8.0
Rhamnus cathartica,51.441953999999996,-0.09170299999999999,4.0
Rhamnus cathartica,51.712389,-1.9565290000000002,9.0
Rhamnus cathartica,50.692997999999996,-2.039698,5.0
Rhamnus cathartica,52.65048,-0.70287,100.0
Rhamnus cathartica,51.256302000000005,-1.248765,66.0
Rhamnus cathartica,53.345117,-2.771322,8.0
Rhamnus cathartica,53.188384,-0.12403800000000001,8.0
Rhamnus cathartica,51.644624,-1.904109,8.0
Rhamnus cathartica,50.867542,-0.42121499999999995,92.0
Rhamnus cathartica,52.314873999999996,-0.465312,12.0
Rhamnus cathartica,50.841797,-1.117272,88.0
Rhamnus cathartica,54.24426999999999,-0.70089,75.0
Rhamnus cathartica,52.75569,-0.79014,100.0
Rhamnus cathartica,51.559321000000004,-0.15729300000000002,50.0
Rhamnus cathartica,51.118232,-1.330902,8.0
Rhamnus cathartica,51.117259000000004,-1.3302379999999998,2.0
Rhamnus cathartica,52.168293,0.183248,10.0
Rhamnus cathartica,52.104352,-2.171333,5.0
Rhamnus cathartica,51.618805,-1.0320129999999998,6.0
Rhamnus cathartica,52.46139,1.478512,10.0
Rhamnus cathartica,51.400966,-2.327307,5.0
Rhamnus cathartica,51.41312,-2.49674,100.0
Rhamnus cathartica,52.703540000000004,-0.47781,100.0
Rhamnus cathartica,52.27243,0.27688,100.0
Rhamnus cathartica,51.591,-0.88549,10.0
Rhamnus cathartica,51.04797,-1.97135,10.0
Rhamnus cathartica,52.30608,0.30355,100.0
Rhamnus cathartica,51.745459999999994,-1.40125,10.0
Rhamnus cathartica,52.30898,0.29343,100.0
Rhamnus cathartica,52.31086,0.28913,100.0
Rhamnus cathartica,51.602990000000005,-2.91899,100.0
Rhamnus cathartica,52.242777000000004,-0.72745,349.0
Rhamnus cathartica,51.7781,-1.252928,10.0
Rhamnus cathartica,51.779003,-1.253064,10.0
Rhamnus cathartica,51.14685,-1.42947,10.0
Rhamnus cathartica,52.653169999999996,-0.7027899999999999,100.0
Rhamnus cathartica,52.679730000000006,-0.5881,100.0
Rhamnus cathartica,52.5151,-1.29433,10.0
Rhamnus cathartica,51.49753,-2.52071,100.0
Rhamnus cathartica,51.32434,-2.78137,100.0
Rhamnus cathartica,51.741890000000005,-2.65314,10000.0
Rhamnus cathartica,52.663830000000004,-0.6906399999999999,100.0
Rhamnus cathartica,52.310590000000005,0.27958,1000.0
Rhamnus cathartica,52.30993,0.29055,100.0
Rhamnus cathartica,51.95409,-0.43928999999999996,100.0
Rhamnus cathartica,52.30729,0.28748,100.0
Rhamnus cathartica,52.63551,-0.55502,10.0
Rhamnus cathartica,52.63479,-0.5554899999999999,10.0
Rhamnus cathartica,52.64036,-0.56255,10.0
Rhamnus cathartica,51.59279,-0.884,10.0
Rhamnus cathartica,51.29847,-2.87323,10.0
Rhamnus cathartica,51.5308,-2.61407,1000.0
Rhamnus cathartica,51.527809999999995,-2.35816,100.0
Rhamnus cathartica,51.52283,-2.3689299999999998,1000.0
Rhamnus cathartica,51.46898,-3.08113,10000.0
Rhamnus cathartica,52.546009999999995,-1.1867,100.0
Rhamnus cathartica,51.43592,-2.41355,100.0
Rhamnus cathartica,52.59114,-1.08844,100.0
Rhamnus cathartica,52.78256999999999,-0.8724200000000001,100.0
Rhamnus cathartica,51.404270000000004,-2.72738,1000.0
Rhamnus cathartica,52.39228,0.8643799999999999,2000.0
Rhamnus cathartica,51.46225,-3.6567800000000004,10000.0
Rhamnus cathartica,52.55296,-1.31186,10.0
Rhamnus cathartica,52.54784,-1.18541,10.0
Rhamnus cathartica,52.54361,-1.18534,10.0
Rhamnus cathartica,52.024159999999995,1.19068,2000.0
Rhamnus cathartica,51.6324,-4.24098,10000.0
Rhamnus cathartica,51.5477,-3.94834,10000.0
Rhamnus cathartica,51.70373,-1.96501,10.0
Prunus padus,53.657844,-2.629942,2.0
Prunus padus,53.435591,-2.6837400000000002,2.0
Prunus padus,53.737667,-2.6748849999999997,8.0
Prunus padus,52.603901,-2.136139,15.0
Prunus padus,53.731001,-2.673221,8.0
Prunus padus,53.737263,-2.6768099999999997,8.0
Prunus padus,52.445579,-1.911763,10.0
Prunus padus,51.560988,-0.163672,217.0
Prunus padus,53.362246,-2.7813369999999997,8.0
Prunus padus,51.560842,-0.163138,4208.0
Prunus padus,51.725169,-1.253888,263.0
Prunus padus,53.477557,-3.008148,30.0
Prunus padus,52.463414,-2.064203,65.0
Prunus padus,53.484398,-2.617801,24.0
Prunus padus,52.923579000000004,-1.0313700000000001,20.0
Prunus padus,53.362131000000005,-2.781967,4.0
Prunus padus,53.362157999999994,-2.781729,4.0
Prunus padus,53.212688,-2.85616,1399.0
Prunus padus,52.49055,-1.9411759999999998,10.0
Prunus padus,53.616787,-2.861878,96.0
Prunus padus,51.346874,-0.39050799999999997,65.0
Prunus padus,50.947466999999996,-1.461881,65.0
Prunus padus,54.560283,-1.349603,4.0
Prunus padus,52.496538,-1.7466869999999999,6.0
Prunus padus,51.531515999999996,-2.53777,62.0
Prunus padus,52.483127,-1.7350599999999998,8.0
Prunus padus,53.382796,-2.705053,2.0
Prunus padus,53.84148199999999,-2.484709,17.0
Prunus padus,53.634769999999996,-2.840847,98.0
Prunus padus,51.571426,-0.18161,6.0
Prunus padus,53.591213,-2.845358,48.0
Prunus padus,53.379256000000005,-2.8712869999999997,1.0
Prunus padus,53.382585,-2.705,2.0
Prunus padus,52.525951,-1.822573,10.0
Prunus padus,52.769751,1.1485610000000002,10.0
Prunus padus,53.384041,-2.696646,8.0
Prunus padus,53.383355,-2.6965529999999998,2.0
Prunus padus,51.463838,-2.536932,9.0
Prunus padus,51.829106,-2.242493,22.0
Prunus padus,53.176582999999994,-2.8949580000000004,10.0
Prunus padus,53.382822,-2.705102,4.0
Prunus padus,53.384137,-2.696086,2.0
Prunus padus,51.49994,-0.022853000000000002,50.0
Prunus padus,53.635144999999994,-2.842113,32.0
Prunus padus,51.473354,-2.585491,8.0
Prunus padus,51.486641999999996,-2.5788740000000003,9.0
Prunus padus,53.877534,-2.401791,48.0
Prunus padus,51.482766,-2.579614,5.0
Prunus padus,54.997204,-1.594263,60.0
Prunus padus,54.92474,-1.74265,2104.0
Prunus padus,53.371412,-2.95452,8.0
Prunus padus,52.984173999999996,-1.144344,8.0
Prunus padus,51.472728000000004,-2.5879220000000003,10.0
Prunus padus,51.472787,-2.587947,10.0
Prunus padus,52.458215,-2.029068,387.0
Prunus padus,52.619725,-2.1524970000000003,392.0
Prunus padus,53.584336,-0.555725,8.0
Prunus padus,53.391828000000004,-2.877575,4.0
Prunus padus,52.34758,0.502425,65.0
Prunus padus,51.424812,-2.60662,8.0
Prunus padus,53.840621999999996,-2.4829830000000004,10.0
Prunus padus,53.525999,-2.217542,8.0
Prunus padus,52.417251,-1.873527,25.0
Prunus padus,56.228657999999996,-3.419658,65.0
Prunus padus,52.451804,-2.0361830000000003,48.0
Prunus padus,55.762533,-4.02311,6.0
Prunus padus,53.001452,-1.154755,273.0
Prunus padus,55.813371,-4.241144,24.0
Prunus padus,56.226051,-3.410453,65.0
Prunus padus,52.999528000000005,-1.155844,16.0
Prunus padus,54.62277099999999,-5.833339,10.0
Prunus padus,51.461442,-0.14555,65.0
Prunus padus,54.0494,-2.807044,4113.0
Prunus padus,51.496669,-2.608463,374.0
Prunus padus,55.823717,-4.2963569999999995,21.0
Prunus padus,53.391697,-2.8779049999999997,4.0
Prunus padus,52.94125,-1.204675,24.0
Prunus padus,55.881558999999996,-4.15099,141.0
Prunus padus,51.437861,-0.232319,12.0
Prunus padus,53.477888,-3.0085319999999998,5.0
Prunus padus,53.390232,-2.877178,8.0
Prunus padus,53.588083999999995,-2.832825,5.0
Prunus padus,53.437369999999994,-2.3079560000000003,14.0
Prunus avium,53.35452900000001,-2.7313669999999997,2.0
Prunus avium,53.584625,-2.95382,8.0
Prunus avium,51.44767,-0.386088,33.0
Prunus avium,53.739521999999994,-2.6779490000000004,31.0
Prunus avium,53.394692000000006,-2.8758619999999997,33.0
Prunus avium,50.984542,-2.7538970000000003,45.0
Prunus avium,53.289936,-3.5816269999999997,19.0
Prunus avium,53.440943000000004,-2.867743,65.0
Prunus avium,53.729780000000005,-2.675078,8.0
Prunus avium,53.43946,-2.6863040000000002,2.0
Prunus avium,52.693529000000005,-2.741702,64.0
Prunus avium,51.564677,-0.168019,24.0
Prunus avium,51.432292,-2.203725,12.0
Prunus avium,51.459221,-0.12145999999999998,715.0
Prunus avium,51.444927,-0.394175,6.0
Prunus avium,53.358622,-2.880071,1.0
Prunus avium,51.485062,-2.546418,1147.0
Prunus avium,53.475494999999995,-3.0129080000000004,5.0
Prunus avium,52.495509,-2.091212,15.0
Prunus avium,53.381696999999996,-2.735599,2.0
Prunus avium,53.562354000000006,-2.298768,263.0
Prunus avium,52.581025,-2.183802,89.0
Prunus avium,53.548092000000004,-3.067919,8.0
Prunus avium,53.362795999999996,-2.871929,4.0
Prunus avium,53.723426,-2.6644419999999998,4.0
Prunus avium,53.362773,-2.872128,4.0
Prunus avium,52.603901,-2.136139,15.0
Prunus avium,54.991675,-1.593258,8.0
Prunus avium,51.400189000000005,-1.260614,8.0
Prunus avium,52.482133999999995,-2.09675,8.0
Prunus avium,53.359728000000004,-2.8795040000000003,2.0
Prunus avium,51.435937,-0.442187,30.0
Prunus avium,53.629666,-2.989223,64.0
Prunus avium,53.379963000000004,-2.735577,2.0
Prunus avium,53.397009,-3.0407669999999998,1217.0
Prunus avium,53.362563,-2.876111,4.0
Prunus avium,53.358491,-2.845091,2.0
Prunus avium,52.151972,0.140147,65.0
Prunus avium,52.919878000000004,-1.0364389999999999,38.0
Prunus avium,53.354344999999995,-2.842167,1.0
Prunus avium,53.380141,-2.8959919999999997,1.0
Prunus avium,53.91755500000001,-1.7468669999999997,6.0
Prunus avium,53.212688,-2.85616,1399.0
Prunus avium,51.712465,-1.251056,634.0
Prunus avium,53.444202000000004,-2.617522,1000.0
Prunus avium,52.462019,-2.064761,16.0
Prunus avium,53.380168999999995,-2.895739,8.0
Prunus avium,53.614588,-2.869222,32.0
Prunus avium,53.354732999999996,-2.8440630000000002,1.0
Prunus avium,53.35836,-2.845484,1.0
Prunus avium,53.369955000000004,-2.876713,8.0
Prunus avium,51.375322,0.614791,64.0
Prunus avium,54.110477,-3.1900619999999997,118.0
Prunus avium,53.342886,-2.771444,6.0
Prunus avium,52.69161999999999,-2.7705610000000003,65.0
Prunus avium,53.487687,-3.000418,2052.0
Prunus avium,51.625378000000005,-0.147548,22.0
Prunus avium,51.43837,-2.53717,6.0
Prunus avium,53.358619999999995,-2.8445840000000002,2.0
Prunus avium,55.907134,-3.277404,61.0
Prunus avium,52.476751,-1.746718,66.0
Prunus avium,53.272287,-1.270417,500.0
Prunus avium,57.084357999999995,-5.930028,4.0
Prunus avium,53.778054000000004,-0.281729,14.0
Prunus avium,52.617397,-2.004342,2858.0
Prunus avium,52.749638,-1.584933,32.0
Prunus avium,53.373676,-2.823454,5.0
Prunus avium,55.879355000000004,-4.268429,402.0
Prunus avium,50.984479,-2.753818,56.0
Prunus avium,51.677752000000005,-4.1315919999999995,65.0
Prunus avium,53.885496999999994,-1.733122,4.0
Prunus avium,53.271418000000004,-2.902828,12.0
Prunus avium,51.476391,0.012573,5.0
Prunus avium,51.23555,-1.470913,5.0
Prunus avium,53.383079,-2.701556,2.0
Prunus avium,54.565492000000006,-1.361367,13.0
Prunus avium,53.38333299999999,-2.701189,4.0
Prunus avium,53.383403,-2.700481,4.0
Prunus avium,51.925287,-0.217475,24.0
Prunus avium,54.622951,-5.833742,10.0
Prunus avium,53.384011,-2.696936,8.0
Prunus avium,51.400471,-2.380586,16.0
Prunus avium,52.59050799999999,-2.141861,392.0
Prunus avium,51.236092,-1.471583,5.0
Prunus avium,53.38138299999999,-2.869427,4.0
Prunus avium,52.146814,-0.463308,11.0
Prunus avium,52.463589,-1.9923959999999998,2.0
Malus sylvestris,55.18475,-2.157677,395.0
Malus sylvestris,53.33973,-2.24769,10.0
Malus sylvestris,53.262252000000004,-2.150301,9.0
Malus sylvestris,50.99657,-2.9465,10.0
Malus sylvestris,52.32911,-0.8506,10.0
Malus sylvestris,52.63605,-0.69886,100.0
Malus sylvestris,54.44104,-1.1463,10.0
Malus sylvestris,53.1768,-3.12359,10000.0
Malus sylvestris,51.247411,-0.5629390000000001,24.0
Malus sylvestris,51.199114,-1.492732,31.0
Malus sylvestris,52.65173000000001,-1.2690000000000001,100.0
Malus sylvestris,52.54694,-1.3371,100.0
Malus sylvestris,51.54238,-2.60882,10.0
Malus sylvestris,52.74746999999999,-1.53702,100.0
Malus sylvestris,51.948159999999994,-0.46713999999999994,100.0
Malus sylvestris,53.25724,-3.87526,10000.0
Malus sylvestris,52.36932,-1.64372,10.0
Malus sylvestris,52.364290000000004,-1.64772,10.0
Malus sylvestris,51.99958,-0.70975,10.0
Malus sylvestris,52.782740000000004,-1.0508600000000001,10.0
Malus sylvestris,51.72943,0.55433,1000.0
Malus sylvestris,51.72911,0.5688,1000.0
Malus sylvestris,53.265159999999995,-3.27584,10000.0
Malus sylvestris,53.254780000000004,-4.02506,10000.0
Malus sylvestris,53.84799,-1.05148,1000.0
Malus sylvestris,52.6103,-2.48139,1000.0
Malus sylvestris,52.65582,-1.2988600000000001,10.0
Malus sylvestris,52.54486,-2.9083099999999997,1000.0
Malus sylvestris,52.752919999999996,-2.72002,1000.0
Malus sylvestris,52.66029,-1.20232,100.0
Malus sylvestris,54.0648,-4.66796,1000.0
Malus sylvestris,52.40868,-3.0672200000000003,1000.0
Malus sylvestris,52.57671,-2.91708,100.0
Malus sylvestris,52.69825,0.68419,10.0
Malus sylvestris,52.37849,-2.2032,10.0
Malus sylvestris,55.42199,-2.76779,1000.0
Malus sylvestris,51.85971,0.22839,100.0
Malus sylvestris,51.89281,-1.00672,100.0
Malus sylvestris,52.63346,-1.2235,100.0
Malus sylvestris,52.61018000000001,-1.2386700000000002,100.0
Malus sylvestris,52.71869,-1.53436,100.0
Malus sylvestris,52.69746,-1.12026,100.0
Malus sylvestris,51.830890000000004,-2.7995400000000004,10000.0
Malus sylvestris,52.693169999999995,-1.2845799999999998,100.0
Malus sylvestris,52.681169999999995,-1.10579,100.0
Malus sylvestris,51.91845,-3.0919,10000.0
Malus sylvestris,51.65002,-2.94089,10000.0
Malus sylvestris,52.36764,-2.46406,1000.0
Malus sylvestris,52.590230000000005,-1.0869799999999998,100.0
Malus sylvestris,51.741890000000005,-2.65314,10000.0
Malus sylvestris,51.54521,-4.09246,10000.0
Malus sylvestris,51.82982,-2.94464,10000.0
Malus sylvestris,51.73867,-3.08756,10000.0
Malus sylvestris,52.79031,-2.42406,1000.0
Malus sylvestris,52.969080000000005,-2.6491599999999997,1000.0
Malus sylvestris,52.60706999999999,-2.9982,1000.0
Malus sylvestris,52.548190000000005,-1.13394,10.0
Malus sylvestris,52.77721999999999,-0.8770100000000001,100.0
Malus sylvestris,52.53006,-1.2146299999999999,10.0
Malus sylvestris,52.76116,-1.10267,100.0
Malus sylvestris,51.59434,-2.485,1000.0
Malus sylvestris,51.740990000000004,-2.79795,10000.0
Malus sylvestris,51.64877,-3.08541,10000.0
Malus sylvestris,52.455819999999996,-2.78874,1000.0
Malus sylvestris,52.48481999999999,-2.3769400000000003,1000.0
Malus sylvestris,52.7516,-2.9126,1000.0
Malus sylvestris,52.879909999999995,-2.49923,1000.0
Malus sylvestris,51.72013,0.56829,1000.0
Malus sylvestris,51.55887,-3.0832599999999997,10000.0
Malus sylvestris,51.555859999999996,-3.3716800000000005,10000.0
Malus sylvestris,52.535869999999996,-2.9081200000000003,1000.0
Malus sylvestris,52.90654,-2.57388,1000.0
Malus sylvestris,52.92214,-2.6016,100.0
Malus sylvestris,52.90662,-2.55901,1000.0
Malus sylvestris,51.70608,0.78035,10.0
Malus sylvestris,55.540859999999995,-2.29471,1000.0
Malus sylvestris,51.65109,-2.79637,10000.0
Malus sylvestris,52.70864,-2.60088,1000.0
Malus sylvestris,52.71775,-1.52401,100.0
Malus sylvestris,52.55053,-1.3355700000000001,100.0
Malus sylvestris,52.75979,-0.66999,100.0
Malus sylvestris,52.67804,-1.4859799999999999,100.0
Cornus sanguinea,53.490403,-2.541906,2.0
Cornus sanguinea,53.383738,-2.9384669999999997,2.0
Cornus sanguinea,53.358332,-2.84545,1.0
Cornus sanguinea,53.383357,-2.7008669999999997,4.0
Cornus sanguinea,53.383281999999994,-2.702048,4.0
Cornus sanguinea,53.383559,-2.697756,8.0
Cornus sanguinea,51.236422,-1.4703,5.0
Cornus sanguinea,52.969384,-1.135274,397.0
Cornus sanguinea,52.497138,-2.0877830000000004,5.0
Cornus sanguinea,50.926659,-0.17574800000000002,7.0
Cornus sanguinea,51.454397,-0.130774,10.0
Cornus sanguinea,52.971516,-1.134491,16.0
Cornus sanguinea,51.476185,-2.543482,14.0
Cornus sanguinea,51.453565000000005,-2.626723,10.0
Cornus sanguinea,53.371621,-2.956179,4.0
Cornus sanguinea,52.558333,-2.1194439999999997,3.0
Cornus sanguinea,52.488202,-2.0996040000000002,15.0
Cornus sanguinea,52.619725,-2.1524970000000003,392.0
Cornus sanguinea,52.607986,-2.1443779999999997,171.0
Cornus sanguinea,53.37220500000001,-2.955595,4.0
Cornus sanguinea,51.47396,-2.587064,4.0
Cornus sanguinea,51.926545000000004,-0.21782800000000002,24.0
Cornus sanguinea,53.444612,-2.892097,291.0
Cornus sanguinea,52.733309999999996,-1.53754,10.0
Cornus sanguinea,52.71541,-2.94145,1000.0
Cornus sanguinea,51.523756,-0.089229,12.0
Cornus sanguinea,53.434602000000005,-3.048953,7.0
Cornus sanguinea,50.733237,-1.268673,16.0
Cornus sanguinea,51.351499,-2.340964,7.0
Cornus sanguinea,51.506702000000004,-2.649777,6.0
Cornus sanguinea,52.626999999999995,-1.19849,100.0
Cornus sanguinea,52.65616,-1.127,100.0
Cornus sanguinea,52.61501,-1.15588,100.0
Cornus sanguinea,52.64275,-1.13761,100.0
Cornus sanguinea,52.63534,-1.1082,100.0
Cornus sanguinea,52.668659999999996,-1.1149200000000001,100.0
Cornus sanguinea,52.64921999999999,-1.1626100000000001,100.0
Cornus sanguinea,52.642759999999996,-1.27358,100.0
Cornus sanguinea,52.63831,-1.14509,100.0
Cornus sanguinea,52.48481999999999,-2.3769400000000003,1000.0
Cornus sanguinea,51.486767,-3.208222,10.0
Cornus sanguinea,51.482796,-1.242852,12.0
Cornus sanguinea,53.493567000000006,-2.562103,5.0
